% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.6,2140
88,200,24.2,4560
81,300,27.9,7348
76,400,23.8,9726
69,500,27.6,12486
60,600,35.4,16025
52,700,35.4,19562
46,800,20.7,21635
40,900,28.5,24485
26,1000,53.4,29827
18,1100,32.6,33091
10,1200,34.0,36494
2,1300,60.2,42509
2,1400,68.2,49329
2,1500,50.3,54359
2,1600,73.8,61734
2,1700,61.9,67926
2,1800,119.7,79892
2,1900,169.0,96792
2,2000,95.1,106300
2,2100,80.3,114326
2,2200,104.2,124746
2,2300,123.4,137090
2,2400,93.2,146413
2,2500,140.5,160467
2,2600,116.5,172116
2,2700,144.1,186523
2,2800,167.0,203223
2,2900,189.4,222166
2,3000,129.4,235103
2,3100,120.1,247116
2,3200,75.0,254614
2,3300,71.3,261748
2,3400,125.0,274249
2,3500,116.4,285887
2,3600,81.3,294017
2,3700,85.6,302576
2,3800,72.7,309847
2,3900,46.7,314518
2,4000,127.1,327224
2,4100,126.5,339877
2,4200,135.1,353383
2,4300,118.2,365201
2,4400,179.0,383096
2,4500,59.8,389073
2,4600,50.8,394151
2,4700,54.2,399569
