% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.9,2072
84,200,27.4,4815
73,300,32.4,8059
66,400,23.4,10397
58,500,22.5,12650
50,600,26.1,15261
40,700,29.7,18228
14,800,79.9,26218
2,900,101.1,36330
2,1000,116.0,47934
2,1100,140.3,61963
2,1200,62.3,68192
2,1300,192.2,87410
2,1400,100.3,97440
2,1500,170.0,114438
2,1600,185.6,132995
2,1700,197.1,152708
2,1800,190.3,171734
2,1900,188.9,190627
2,2000,166.5,207279
2,2100,171.5,224429
2,2200,189.9,243415
2,2300,192.9,262707
2,2400,160.3,278734
2,2500,109.4,289669
