% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.0,2176
83,200,27.3,4908
75,300,25.9,7499
67,400,23.0,9804
57,500,33.5,13154
40,600,49.3,18088
27,700,42.2,22307
12,800,43.9,26696
2,900,117.5,38444
2,1000,91.7,47610
2,1100,121.5,59758
2,1200,113.8,71141
2,1300,64.3,77569
2,1400,104.2,87984
2,1500,92.8,97264
2,1600,134.3,110690
2,1700,80.1,118704
2,1800,102.5,128951
2,1900,40.3,132980
2,2000,120.0,144984
2,2100,118.1,156796
2,2200,17.8,158577
2,2300,10.9,159671
2,2400,10.1,160677
2,2500,102.2,170897
2,2600,127.4,183638
2,2700,128.8,196518
2,2800,134.5,209964
2,2900,47.9,214753
2,3000,141.3,228885
2,3100,126.8,241569
2,3200,133.6,254930
2,3300,142.9,269221
2,3400,130.1,282232
2,3500,169.0,299136
