% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.5,2126
88,200,26.6,4781
82,300,24.6,7246
76,400,25.1,9758
69,500,27.1,12468
58,600,46.4,17110
52,700,21.6,19266
47,800,20.7,21338
35,900,49.4,26273
25,1000,42.5,30521
14,1100,42.5,34773
2,1200,108.6,45638
2,1300,136.4,59274
2,1400,135.0,72769
2,1500,100.8,82847
2,1600,141.9,97034
2,1700,155.9,112622
2,1800,169.0,129522
2,1900,101.2,139637
2,2000,127.5,152388
2,2100,98.6,162246
2,2200,115.0,173751
2,2300,138.2,187572
2,2400,124.4,200014
2,2500,164.4,216454
2,2600,158.4,232292
2,2700,167.2,249014
2,2800,185.0,267514
2,2900,153.6,282879
2,3000,179.0,300776
2,3100,165.4,317320
2,3200,145.8,331898
2,3300,135.0,345395
2,3400,181.0,363499
2,3500,185.6,382057
