# {"t_start": 1594920363.607212, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,54.511694
11.0,11,54.530085
14.0,14,54.564135
15.0,15,54.587975
20.0,20,54.902858
19.0,19,54.924715
25.0,25,54.955882
29.0,29,55.288172
13.0,13,55.321359
19.0,19,55.347074
9.0,9,55.610324
15.0,15,55.628061
14.0,14,55.643382
13.0,13,55.657984
36.0,36,55.69899
11.0,11,55.712277
13.0,13,55.72752
18.0,18,56.151203
15.0,15,56.168523
25.0,25,56.200184
66.0,66,56.594707
41.0,41,56.895936
22.0,22,56.923243
16.0,16,56.944185
10.0,10,56.957379
25.0,25,57.246959
16.0,16,57.26606
28.0,28,57.299093
28.0,28,57.341143
12.0,12,57.35525
16.0,16,57.643216
21.0,21,57.669397
24.0,24,57.695804
20.0,20,57.719474
26.0,26,58.066411
22.0,22,58.244819
13.0,13,58.264537
20.0,20,58.290857
17.0,17,58.312568
45.0,45,58.717671
15.0,15,58.928942
13.0,13,58.949042
15.0,15,58.975675
32.0,32,59.299605
24.0,24,59.621574
12.0,12,59.653293
18.0,18,59.6836
34.0,34,59.725923
16.0,16,66.550082
17.0,17,72.669445
19.0,19,78.04394
35.0,35,88.42301
24.0,24,95.433088
14.0,14,99.586498
8.0,8,102.268959
20.0,20,107.864192
11.0,11,111.198264
12.0,12,115.011108
19.0,19,120.934652
29.0,29,129.375664
12.0,12,133.367313
15.0,15,138.603407
15.0,15,143.985865
27.0,27,155.047951
31.0,31,167.286397
15.0,15,172.227386
8.0,8,175.123545
18.0,18,181.817477
32.0,32,193.585454
14.0,14,198.390927
16.0,16,205.307207
15.0,15,210.57195
20.0,20,218.124093
24.0,24,227.214612
21.0,21,235.169899
11.0,11,238.651392
40.0,40,253.150026
23.0,23,260.938369
17.0,17,266.44308
21.0,21,272.636319
11.0,11,277.469351
20.0,20,284.574705
