% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.9,2263
88,200,23.5,4614
82,300,25.4,7153
76,400,23.2,9470
69,500,28.3,12303
63,600,27.9,15092
56,700,26.4,17732
49,800,28.0,20535
42,900,28.2,23359
26,1000,66.4,30001
12,1100,56.8,35679
2,1200,105.4,46218
2,1300,106.8,56900
2,1400,101.8,67079
2,1500,109.0,77979
2,1600,112.9,89272
2,1700,146.2,103896
2,1800,122.7,116166
2,1900,169.9,133159
2,2000,137.8,146943
2,2100,117.1,158649
2,2200,127.0,171347
2,2300,159.1,187254
2,2400,132.2,200472
2,2500,167.3,217202
2,2600,120.4,229239
2,2700,184.1,247649
2,2800,182.0,265847
2,2900,162.6,282110
2,3000,154.0,297505
2,3100,121.3,309636
2,3200,155.8,325213
2,3300,120.9,337307
2,3400,125.2,349824
2,3500,137.5,363570
2,3600,85.4,372106
2,3700,95.7,381674
2,3800,91.8,390851
