# {"t_start": 1593740660.8052297, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,12.581431
45.0,45,12.646293
19.0,19,12.669245
31.0,31,12.709539
24.0,24,12.740072
28.0,28,12.784638
14.0,14,12.817965
54.0,54,12.949836
12.0,12,12.973191
27.0,27,13.037464
19.0,19,13.0725
17.0,17,13.107666
41.0,41,13.197604
21.0,21,13.248753
12.0,12,13.283199
22.0,22,13.329638
22.0,22,13.358083
23.0,23,13.390066
20.0,20,13.415908
18.0,18,13.446296
21.0,21,13.492667
14.0,14,13.531066
16.0,16,13.558505
13.0,13,13.591747
25.0,25,13.645754
18.0,18,13.682658
13.0,13,13.709882
26.0,26,13.770356
41.0,41,13.859535
16.0,16,13.887529
18.0,18,13.93955
28.0,28,14.012194
28.0,28,14.073183
35.0,35,14.17484
32.0,32,14.259277
17.0,17,14.298043
14.0,14,14.327282
17.0,17,14.371234
19.0,19,14.424204
14.0,14,14.471422
45.0,45,14.595301
11.0,11,14.620882
31.0,31,14.692551
11.0,11,15.248758
15.0,15,15.401971
21.0,21,15.623298
16.0,16,15.775777
18.0,18,15.968628
72.0,72,16.715292
39.0,39,17.130767
27.0,27,17.404366
11.0,11,17.515868
18.0,18,17.698135
20.0,20,17.843423
24.0,24,18.008549
9.0,9,18.064993
18.0,18,18.206516
33.0,33,18.59881
13.0,13,18.7726
24.0,24,19.045457
13.0,13,19.176137
11.0,11,19.284225
28.0,28,19.577096
18.0,18,19.767179
26.0,26,20.02976
20.0,20,20.195397
9.0,9,20.284953
34.0,34,20.645931
63.0,63,21.287917
22.0,22,21.510507
28.0,28,21.701967
17.0,17,21.82213
35.0,35,22.078597
10.0,10,22.158504
19.0,19,22.335441
15.0,15,22.486798
17.0,17,22.664206
16.0,16,22.820382
31.0,31,23.089334
49.0,49,23.561402
12.0,12,23.687013
22.0,22,23.922929
13.0,13,24.063839
28.0,28,24.373058
22.0,22,24.622242
22.0,22,24.855088
12.0,12,24.95193
41.0,41,25.357871
34.0,34,25.716523
14.0,14,25.855785
25.0,25,26.115785
14.0,14,26.255448
11.0,11,26.380429
24.0,24,26.601058
31.0,31,26.879428
14.0,14,26.983386
13.0,13,27.085471
17.0,17,27.256842
29.0,29,27.523414
13.0,13,27.660087
22.0,22,27.890342
22.0,22,28.179626
18.0,18,28.426138
11.0,11,28.555839
36.0,36,28.993834
15.0,15,29.176147
22.0,22,29.407748
41.0,41,29.86702
54.0,54,30.358211
16.0,16,30.471978
26.0,26,30.685671
15.0,15,30.816735
23.0,23,31.005988
11.0,11,31.121282
41.0,41,31.541
15.0,15,31.675056
13.0,13,31.791784
20.0,20,31.994771
11.0,11,32.117427
12.0,12,32.245522
9.0,9,32.339585
21.0,21,32.505503
15.0,15,32.663054
21.0,21,32.947515
28.0,28,33.270001
109.0,109,34.47892
18.0,18,34.682257
18.0,18,34.877196
67.0,67,35.557119
19.0,19,35.682404
24.0,24,35.924386
15.0,15,36.083574
18.0,18,36.277963
57.0,57,36.879216
14.0,14,37.02507
14.0,14,37.172674
12.0,12,37.299155
44.0,44,37.760802
12.0,12,37.908576
14.0,14,38.03012
38.0,38,38.384423
40.0,40,38.804004
11.0,11,38.920115
10.0,10,39.017163
12.0,12,39.14177
22.0,22,39.374886
25.0,25,39.564954
39.0,39,39.828413
13.0,13,39.944188
11.0,11,40.026854
23.0,23,40.204419
10.0,10,40.303039
16.0,16,40.420697
12.0,12,40.505721
17.0,17,40.660079
22.0,22,40.873279
14.0,14,41.020654
10.0,10,41.11814
12.0,12,41.246433
12.0,12,41.380171
34.0,34,41.749985
9.0,9,41.840655
40.0,40,42.255914
13.0,13,42.36173
19.0,19,42.535071
57.0,57,42.979248
11.0,11,43.103713
19.0,19,43.323576
34.0,34,43.690233
22.0,22,43.939742
38.0,38,44.368769
20.0,20,44.580685
17.0,17,44.762292
22.0,22,45.024774
34.0,34,45.299936
52.0,52,45.704673
16.0,16,45.823179
18.0,18,45.938415
13.0,13,46.059978
11.0,11,46.236784
29.0,29,46.61056
15.0,15,46.772101
32.0,32,47.137471
18.0,18,47.330445
14.0,14,47.482395
36.0,36,47.874075
44.0,44,48.309834
24.0,24,48.637607
22.0,22,48.893228
9.0,9,49.002759
22.0,22,49.207144
16.0,16,49.394396
22.0,22,49.655111
17.0,17,49.841279
12.0,12,49.971563
64.0,64,50.660634
47.0,47,51.072134
23.0,23,51.335783
11.0,11,51.451819
69.0,69,52.228544
107.0,107,53.191845
21.0,21,53.382929
15.0,15,53.502553
17.0,17,53.622275
12.0,12,53.744535
62.0,62,54.415146
12.0,12,54.540183
34.0,34,54.855129
24.0,24,55.10943
21.0,21,55.33465
9.0,9,55.430587
16.0,16,55.602652
50.0,50,56.151464
20.0,20,56.329232
13.0,13,56.443106
20.0,20,56.663
11.0,11,56.782155
31.0,31,57.135412
11.0,11,57.286351
21.0,21,57.557666
15.0,15,57.719901
19.0,19,57.925651
32.0,32,58.264263
26.0,26,58.536414
35.0,35,58.911841
36.0,36,59.293916
25.0,25,59.555743
15.0,15,59.712325
15.0,15,59.864861
15.0,15,60.021721
46.0,46,60.461611
26.0,26,60.680751
17.0,17,60.83077
17.0,17,60.967562
15.0,15,61.086008
69.0,69,61.754044
12.0,12,61.88215
16.0,16,62.048455
13.0,13,62.210594
17.0,17,62.389754
36.0,36,62.752469
24.0,24,62.927528
16.0,16,63.046811
16.0,16,63.164708
40.0,40,63.468817
41.0,41,63.786016
30.0,30,64.099301
23.0,23,64.342268
11.0,11,64.442211
22.0,22,64.672867
51.0,51,65.218252
39.0,39,65.628862
20.0,20,65.84931
35.0,35,66.280084
15.0,15,66.432003
14.0,14,66.574673
11.0,11,66.662951
17.0,17,66.796453
32.0,32,67.059638
23.0,23,67.244535
21.0,21,67.42679
15.0,15,67.571976
15.0,15,67.728049
26.0,26,68.020087
12.0,12,68.154385
15.0,15,68.359653
21.0,21,68.576715
14.0,14,68.725325
28.0,28,69.018294
49.0,49,69.530357
17.0,17,69.709616
22.0,22,69.856588
14.0,14,70.026046
41.0,41,70.467724
13.0,13,70.604189
16.0,16,70.762918
36.0,36,71.155681
