% time spent exploring,episodes,mean 100 episode reward,steps
93,100,21.5,2131
84,200,24.8,4607
74,300,30.6,7667
64,400,32.8,10948
53,500,31.8,14130
39,600,44.3,18556
22,700,52.0,23757
2,800,110.8,34837
2,900,120.3,46871
2,1000,179.5,64819
2,1100,194.3,84251
2,1200,173.4,101588
2,1300,111.6,112743
2,1400,122.1,124953
2,1500,169.2,141872
2,1600,166.7,158542
2,1700,144.9,173029
2,1800,138.0,186833
2,1900,146.7,201502
2,2000,141.6,215667
2,2100,129.0,228566
2,2200,140.2,242586
2,2300,148.6,257447
2,2400,143.1,271759
2,2500,118.2,283577
2,2600,119.0,295478
